model_name,competitor,fullList,mostSimilar,otherCategory,sameCategory,taciturn,aboslute_diff
bigscience/T0_3B,0.16742778356236437,-0.1527041338289112,-0.0558079482841837,-0.13002639692716783,0.15930565039627193,-0.11953136044832752,0.13080054557453777
danyaljj/gpt2_question_answering_squad2,0.1623276507983472,-0.10190187931594923,-0.10705736947009506,-0.22386965669281336,0.19456882251367574,-0.055403973363119224,0.14085489202566664
gpt2,0.1624347359072828,-0.08538307438689853,-0.10910025344528293,-0.2318504646776441,0.196970759623581,-0.06440810855099213,0.14169123276528026
MaRiOrOsSi/t5-base-finetuned-question-answering,0.19927142308050627,-0.21109447082989768,-0.08031745824947595,-0.13266178557802186,0.12708987668252747,-0.033623990635592155,0.13067650084267024
valhalla/t5-base-qa-qg-hl,0.19119989083965233,-0.20013612346531312,-0.02039906079025347,-0.11504105043296535,0.15578748438852186,-0.14274754606959622,0.13755185933105038
yjernite/bart_eli5,0.1964255991788995,-0.20224387715364944,-0.04427909388139664,-0.11825897613569152,0.15467566546876893,-0.11765572300688476,0.13892315580421513
